SCHL	gmajor	fod1p	_TYPE_	_FREQ_	p50adj_wagp	p25adj_wagp	p75adj_wagp	pop	meanadj_wagp	mean_grad_degree	mean_grad_degree_all	mean_employed_all	pct_ts	pct_tsg	p50r	p25r	p75r	pct_ts_all	pct_tsg_all
	Agriculture and natural resources		2	38891	56069.77691	35463.4472	86961.49844	3355663	70143.59112	0.281208214	0.279964292	0.972248783	0.014805861	1	56000	35000	87000	0.013642015	1
	Architecture and engineering		2	218174	90112.14146	60074.76098	125007.154	22164947	105031.1616	0.391816728	0.386370576	0.963478087	0.097796211	1	90000	60000	125000	0.087096081	1
	Arts		2	74829	46456.45459	28724.28745	71557.1978	7917918	58159.07681	0.228108702	0.231685932	0.942977345	0.034935449	1	46000	29000	72000	0.040644637	1
	Biology and life sciences		2	118516	70087.22114	44191.21147	119572.0604	11698404	104163.1499	0.61164446	0.575765289	0.968835008	0.051615715	1	70000	44000	120000	0.051418136	1
	Business		2	502769	66286.8172	42732.23112	103236.5658	52751577	87619.01265	0.232703337	0.226430717	0.957497597	0.232750583	1	66000	43000	103000	0.218295524	1
	Communications and journalism		2	90766	55239.01433	37067.33871	86172.86236	9513353	71763.00415	0.215191321	0.210583727	0.950129586	0.04197483	1	55000	37000	86000	0.042980946	1
	"Computers, statistics, and mathematics"		2	128257	82565.99746	53029.45376	115143.2919	13476213	94967.58606	0.33588969	0.336419866	0.960302512	0.059459766	1	83000	53000	115000	0.055527105	1
	Education		2	218662	50871.70371	37760.18284	68482.18002	21216094	57064.99871	0.475408103	0.448593267	0.972033557	0.09360968	1	51000	38000	68000	0.106337207	1
	Health		2	161902	68168.08297	48789.38541	94838.97812	16671066	79975.76953	0.353959609	0.338279437	0.976541025	0.073556101	1	68000	49000	95000	0.074213171	1
	Humanities and liberal arts		2	198719	55239.01433	35926.32489	87751.0809	19806148	76105.15643	0.435632865	0.414400596	0.953161994	0.087388715	1	55000	36000	88000	0.095155766	1
	"Industrial arts, consumer services, and recreation"		2	50170	52842.23838	35228.15892	79263.35756	5141812	65513.16651	0.2551688	0.248420642	0.963703642	0.02268671	1	53000	35000	79000	0.023498898	1
	Law and public policy		2	51739	56780.11117	38530.79882	84653.98392	5536105	69272.5516	0.24844471	0.245483949	0.956473717	0.02442641	1	57000	39000	85000	0.022658952	1
	Physical sciences		2	71393	76307.55556	46456.45459	120149.522	7421141	100850.8343	0.523453199	0.503097835	0.964741287	0.032743569	1	76000	46000	120000	0.031502165	1
	Psychology and social work		2	125375	51634.55475	35228.15892	77061.59763	12851571	65847.69106	0.478114388	0.455100747	0.954639349	0.05670372	1	52000	35000	77000	0.06140736	1
	Social sciences		2	169466	66286.8172	41816.54045	108701.8731	17122219	94802.90393	0.428721534	0.413029794	0.954146973	0.075546679	1	66000	42000	109000	0.075622035	1
	Agriculture and natural resources	General agriculture	3	6076	52064.79285	30523.02223	81526.40479	562228	64888.70045	0.253562612	0.250782495	0.972604986	0.002480663	0.167546026	52000	31000	82000	0.002302626	0.168789244
	Agriculture and natural resources	Agricultural economics	3	2542	66133.21482	36627.62667	103482.7168	200791	86412.28629	0.26586849	0.272501114	0.978129781	0.00088593	0.059836462	66000	37000	103000	0.000760197	0.055724659
	Agriculture and natural resources	Animal sciences	3	7734	54350.93653	32610.56192	85355.08031	648839	67464.44161	0.38490288	0.368140748	0.978171133	0.002862808	0.193356425	54000	33000	85000	0.002648811	0.19416568
	Agriculture and natural resources	Food science	3	1542	71557.1978	45654.78668	109135.8158	150516	89552.39795	0.413763321	0.410369282	0.964942007	0.000664107	0.044854325	72000	46000	109000	0.000696079	0.051024612
	Agriculture and natural resources	Plant science and agronomy	3	4885	53066.03886	33026.39899	82193.78103	424386	64985.97691	0.25773706	0.262472089	0.972925549	0.001872477	0.1264686	53000	33000	82000	0.001743085	0.127773267
	Agriculture and natural resources	Soil science	3	406	68168.08297	42052.33268	93603.93482	33467	75362.3706	0.348880987	0.359475807	0.957831765	0.000147663	0.00997329	68000	42000	94000	0.000140004	0.010262673
	Agriculture and natural resources	Miscellaneous agriculture	3	6598	55043.99831	34893.95923	83700.44225	540433	68605.32208	0.170922205	0.175568894	0.977216695	0.002384499	0.161051035	55000	35000	84000	0.002080583	0.152512884
	Agriculture and natural resources	Forestry	3	3676	63047.08637	43480.74922	91373.03719	315749	74398.51793	0.262246278	0.264535278	0.969150357	0.001393148	0.094094371	63000	43000	91000	0.001248986	0.091554354
	Agriculture and natural resources	Natural resources management	3	5432	56976.30815	39631.67878	82858.5215	479254	70157.87304	0.290964708	0.282123798	0.961336781	0.002114565	0.142819467	57000	40000	83000	0.002021646	0.148192629
	Architecture and engineering	Architecture	3	16780	66052.79797	42052.33268	96946.51096	1682646	79204.42793	0.3533001	0.345946235	0.939704145	0.007424173	0.075914732	66000	42000	97000	0.007460856	0.08566236
	Architecture and engineering	General engineering	3	27520	86481.8963	55068.53089	121096.7963	3413281	100892.9891	0.370913206	0.361540879	0.964753741	0.015060083	0.153994548	86000	55000	121000	0.013425396	0.154144658
	Architecture and engineering	Aerospace engineering	3	5094	100725.9733	70200.86472	133703.3039	496231	111752.0801	0.489890797	0.481241906	0.974390628	0.002189471	0.022388098	101000	70000	134000	0.001874435	0.021521467
	Architecture and engineering	Architectural engineering	3	980	78342.42371	55747.74551	110087.9966	96428	92032.90119	0.289812088	0.283296142	0.955965105	0.00042546	0.004350473	78000	56000	110000	0.0003865	0.004437622
	Architecture and engineering	Biomedical engineering	3	4179	76307.55556	48915.84287	115914.3066	403455	99668.96563	0.542050539	0.531435615	0.967439089	0.001780125	0.01820239	76000	49000	116000	0.00169706	0.019484918
	Architecture and engineering	Chemical engineering	3	14045	101743.4074	68494.81753	142440.7704	1368591	122593.7565	0.493784484	0.48720745	0.969898311	0.006038499	0.061745738	102000	68000	142000	0.005432479	0.062373407
	Architecture and engineering	Civil engineering	3	23201	87751.0809	61046.04445	119572.0604	2207257	101531.8234	0.366359241	0.366321453	0.964424955	0.009738863	0.099583229	88000	61000	120000	0.008509035	0.097697107
	Architecture and engineering	Electrical engineering	3	49266	101743.4074	71220.38519	135877.3413	4893973	115469.2994	0.439372265	0.432437101	0.96476089	0.021593195	0.220797866	102000	71000	136000	0.018993246	0.21807234
	Architecture and engineering	"Engineering mechanics, physics, and science"	3	1545	93603.93482	57957.15329	132573.6344	151082	110113.8531	0.533352749	0.517589547	0.971402861	0.000666604	0.006816258	94000	58000	133000	0.000588313	0.006754757
	Architecture and engineering	Environmental engineering	3	1254	81394.72593	57611.99272	110478.0287	117382	93398.84499	0.517387674	0.501552637	0.968497264	0.000517913	0.005295839	81000	58000	110000	0.000492873	0.005658954
	Architecture and engineering	Geological and geophysical engineering	3	365	100124.6016	65221.12383	141312.435	34106	127021.8303	0.410103794	0.391129306	0.989694066	0.000150483	0.001538736	100000	65000	141000	0.000138664	0.001592085
	Architecture and engineering	Industrial and manufacturing engineering	3	9370	89110.89545	60873.04891	123883.8789	917036	107176.08	0.40577142	0.402003044	0.960841922	0.004046148	0.041373255	89000	61000	124000	0.003659801	0.042020266
	Architecture and engineering	Mechanical engineering	3	38866	94977.6405	67103.76775	128559.5037	3807851	110092.7442	0.400973673	0.398997439	0.970675141	0.016801006	0.17179608	95000	67000	129000	0.014316833	0.164379762
	Architecture and engineering	Metallurgical engineering	3	783	104954.1272	71220.38519	138097.5358	72772	119803.3108	0.574025724	0.556587921	0.971159052	0.000321085	0.003283202	105000	71000	138000	0.000285568	0.003278766
	Architecture and engineering	Mining and mineral engineering	3	712	101639.7864	69185.51704	143621.4373	64637	122476.6651	0.35909773	0.356198965	0.963446548	0.000285192	0.002916181	102000	69000	144000	0.000243507	0.002795844
	Architecture and engineering	Petroleum engineering	3	1105	136989.6351	87751.0809	244184.1778	107189	182511.2135	0.316907519	0.300847458	0.97056737	0.00047294	0.004835969	137000	88000	244000	0.00041153	0.004725013
	Architecture and engineering	Miscellaneous engineering	3	3803	81394.72593	51618.28288	113560.2223	378154	96085.2122	0.317896942	0.322490255	0.961444173	0.001668492	0.017060903	81000	52000	114000	0.001505411	0.017284489
	Architecture and engineering	Engineering technologies	3	2109	70087.22114	44191.21147	101161.5767	228584	81576.76108	0.224884506	0.225659811	0.961231484	0.001008559	0.01031286	70000	44000	101000	0.000902414	0.010361137
	Architecture and engineering	Engineering and industrial management	3	1927	85105.91138	55239.01433	126451.9708	180795	104700.2944	0.326336458	0.32529781	0.955078728	0.000797704	0.008156798	85000	55000	126000	0.00072349	0.008306799
	Architecture and engineering	Industrial production technologies	3	4442	76091.31114	51618.28288	105301.2971	424345	86560.96919	0.178873322	0.179671125	0.958978223	0.001872296	0.019144869	76000	52000	105000	0.001625001	0.018657565
	Architecture and engineering	Mechanical engineering related technologies	3	1742	71656.1168	49553.55157	99079.19696	168765	80701.76848	0.174900009	0.176536416	0.960641838	0.000744625	0.007614049	72000	50000	99000	0.000647397	0.007433138
	Architecture and engineering	Miscellaneous engineering technologies	3	9086	75362.69301	50062.30081	103266.7794	950387	83055.41687	0.221370873	0.221407387	0.95692257	0.004193299	0.042877928	75000	50000	103000	0.003776273	0.043357548
	Arts	Fine arts	3	22022	46057.31675	27521.99915	71810.71863	2341756	57664.83169	0.219182955	0.219305237	0.940077146	0.010332299	0.29575401	46000	28000	72000	0.012222391	0.300713492
	Arts	Drama and theater arts	3	7924	45056.07073	28622.87912	68494.81753	819561	57431.80778	0.272005379	0.265026991	0.934754127	0.003616068	0.103507134	45000	29000	68000	0.004237748	0.104263396
	Arts	Music	3	13726	48727.65904	29112.71155	73297.96169	1431032	59286.53226	0.424585195	0.431426574	0.961671341	0.006314001	0.18073337	49000	29000	73000	0.007608289	0.187190483
	Arts	Visual and performing arts	3	2348	43480.74922	25435.85185	66052.79797	244258	53762.74717	0.266324952	0.25384841	0.940088298	0.001077716	0.030848766	43000	25000	66000	0.001347528	0.03315389
	Arts	Commercial art and graphic design	3	19778	48438.71851	31523.54318	72265.59603	2139393	59222.05905	0.098226927	0.09760582	0.941699103	0.009439433	0.270196408	48000	32000	72000	0.010430948	0.256637734
	Arts	"Film, video, and photographic arts"	3	5328	46400.77204	26962.00297	72265.59603	597099	60943.62073	0.151814021	0.155387694	0.927112641	0.002634521	0.075411112	46000	27000	72000	0.002944562	0.072446517
	Arts	Studio arts	3	3703	41833.43872	25290.39416	63851.03804	344819	50262.38761	0.279877269	0.276867463	0.939979116	0.001521411	0.043549201	42000	25000	64000	0.001853171	0.045594488
	Biology and life sciences	Environmental science	3	7160	59447.51817	39772.09032	86481.8963	690823	70808.68133	0.322742584	0.312256739	0.957394459	0.00304805	0.059052756	59000	40000	86000	0.00304428	0.059206356
	Biology and life sciences	Biology	3	75455	71656.1168	45056.07073	123883.8789	7459281	108087.1219	0.62643236	0.588827025	0.970008586	0.03291185	0.637632364	72000	45000	124000	0.032651294	0.635015135
	Biology and life sciences	Biochemical sciences	3	8711	77978.71534	48059.80878	137609.9958	876032	117508.2795	0.717598216	0.676779922	0.969957598	0.00386523	0.074884745	78000	48000	138000	0.003790132	0.073711964
	Biology and life sciences	Botany	3	1055	57245.75824	38662.49482	92912.90919	99868	72959.73765	0.619197341	0.586966103	0.967287265	0.000440638	0.008536891	57000	39000	93000	0.000476774	0.00927249
	Biology and life sciences	Molecular biology	3	3044	71220.38519	46365.72264	126161.8252	293500	107665.9537	0.691785349	0.646642107	0.967163322	0.001294981	0.025088893	71000	46000	126000	0.001304241	0.025365387
	Biology and life sciences	Ecology	3	3014	54795.85402	35228.15892	81394.72593	279260	67720.42285	0.375649932	0.363959513	0.96392346	0.001232151	0.023871632	55000	35000	81000	0.001260813	0.02452078
	Biology and life sciences	Microbiology	3	5688	73297.96169	46400.77204	119039.7867	569796	103251.8749	0.607097979	0.568192402	0.965497091	0.002514055	0.048707157	73000	46000	119000	0.002525562	0.04911811
	Biology and life sciences	Zoology	3	5077	77334.62006	45311.95621	140174.4423	480912	118006.8489	0.658889776	0.622346033	0.971226885	0.002121881	0.041109198	77000	45000	140000	0.002079407	0.04044112
